date,symbol,target_weight,price
2026-09-14,MUUSDT,-0.012836,944.36
2026-09-14,NEARUSDT,0.006418,2.303
2026-09-14,NVDAUSDT,-0.006418,215.25
2026-09-14,PROMUSDT,0.025671,5.772
2026-09-14,PUMPUSDT,-0.006418,0.003496
2026-09-14,QQQUSDT,-0.012836,708.05
2026-09-14,SAMSUNGUSDT,-0.006418,186.51
2026-09-14,SKHYNIXUSDT,-0.006418,1286.26
2026-09-14,SNDKUSDT,-0.012836,1566.99
2026-09-14,SNXXUSDT,-0.019253,13.95
2026-09-14,SOLUSDT,0.012836,99.38
2026-09-14,SOXLUSDT,-0.019253,114.81
2026-09-14,SOXSUSDT,-0.012836,46.72
2026-09-14,SPCXUSDT,0.012836,148.83
2026-09-14,SUIUSDT,-0.019253,0.7017
2026-09-14,TRUMPUSDT,-0.012836,1.938
2026-09-14,TUTUSDT,-0.025671,0.01904
2026-09-14,UNIUSDT,0.025671,6.144
2026-09-14,USELESSUSDT,0.025671,0.21383
2026-09-14,WLDUSDT,-0.006418,0.3796
2026-09-14,XAGUSDT,-0.012836,64.15
2026-09-14,XAUUSDT,-0.019253,4342.58
2026-09-14,ZECUSDT,0.019253,1064.55
2026-09-14,龙虾USDT,0.025671,0.141803
2026-09-15,1000PEPEUSDT,-0.007573,0.0034522
2026-09-15,ACEUSDT,-0.007573,0.15055
2026-09-15,AKEUSDT,0.02272,0.016281
2026-09-15,BCHUSDT,-0.030293,223.03
2026-09-15,BTWUSDT,0.015146,0.57569
2026-09-15,BZUSDT,0.015146,101.43
2026-09-15,CLUSDT,0.015146,97.66
2026-09-15,CRCLUSDT,0.007573,94.89
2026-09-15,DASHUSDT,0.007573,53.76
2026-09-15,DOGEUSDT,-0.007573,0.08359
2026-09-15,DRAMUSDT,-0.007573,55.73
2026-09-15,FILUSDT,0.007573,0.926
2026-09-15,HEMIUSDT,-0.015146,0.006413
2026-09-15,INTCUSDT,-0.02272,97.8
2026-09-15,KORUUSDT,-0.015146,19.64
2026-09-15,LITUSDT,0.02272,4.4013
2026-09-15,LSKUSDT,0.030293,0.36938
2026-09-15,MUUSDT,-0.007573,932.26
2026-09-15,NEARUSDT,0.02272,2.474
2026-09-15,NVDAUSDT,-0.02272,212.36
2026-09-15,ONGUSDT,-0.007573,0.07716
2026-09-15,PROMUSDT,0.030293,5.743
2026-09-15,PUMPUSDT,-0.007573,0.003699
2026-09-15,QQQUSDT,-0.015146,709.86
2026-09-15,SNXXUSDT,-0.015146,13.86
2026-09-15,SOLUSDT,0.015146,102.5
2026-09-15,SOXLUSDT,-0.030293,102.77
2026-09-15,SOXSUSDT,-0.015146,50.97
2026-09-15,SPCXUSDT,0.007573,148.8
2026-09-15,SUIUSDT,-0.02272,0.7203
2026-09-15,TRUMPUSDT,-0.015146,1.999
2026-09-15,TSLAUSDT,-0.007573,360.02
2026-09-15,TUTUSDT,-0.030293,0.01906
2026-09-15,UNIUSDT,0.030293,6.533
2026-09-15,USELESSUSDT,0.037866,0.19638
2026-09-15,WLDUSDT,-0.007573,0.3849
2026-09-15,XAGUSDT,-0.02272,63.2
2026-09-15,XAUUSDT,-0.02272,4291.91
2026-09-15,ZECUSDT,0.037866,1166.52
2026-09-15,龙虾USDT,0.037866,0.160486
2026-09-16,1000PEPEUSDT,-0.00698,0.003389
2026-09-16,ACEUSDT,-0.013961,0.15548
2026-09-16,ADAUSDT,-0.00698,0.1952
2026-09-16,AKEUSDT,0.027922,0.026954
2026-09-16,ARBUSDT,0.020941,0.15163
2026-09-16,BCHUSDT,-0.027922,216.64
2026-09-16,BNBUSDT,0.013961,712.54
2026-09-16,BTWUSDT,0.027922,0.70515
2026-09-16,BZUSDT,0.013961,103.09
2026-09-16,CLUSDT,0.020941,100.41
2026-09-16,DRAMUSDT,-0.00698,54.96
2026-09-16,ENAUSDT,-0.00698,0.13956
2026-09-16,FILUSDT,-0.013961,0.8154
2026-09-16,HEMIUSDT,-0.00698,0.006536
2026-09-16,HYPEUSDT,-0.00698,76.955
2026-09-16,INTCUSDT,-0.020941,97.2
2026-09-16,KORUUSDT,-0.013961,18.77
2026-09-16,LITUSDT,0.020941,4.0185
2026-09-16,LSKUSDT,0.027922,0.34049
2026-09-16,MUUSDT,-0.00698,926.75
2026-09-16,NEARUSDT,0.013961,2.337
2026-09-16,NVDAUSDT,-0.013961,212.71
2026-09-16,ONGUSDT,-0.00698,0.07444
2026-09-16,PROMUSDT,0.020941,5.505
2026-09-16,PUMPUSDT,-0.00698,0.003514
2026-09-16,QQQUSDT,-0.00698,706.05
2026-09-16,SKRUSDT,0.00698,0.017653
2026-09-16,SNDKUSDT,-0.00698,1528.87
2026-09-16,SNXXUSDT,-0.013961,13.26
2026-09-16,SOXLUSDT,-0.027922,102.58
2026-09-16,SOXSUSDT,-0.013961,51.04
2026-09-16,SPCXUSDT,0.00698,142.99
2026-09-16,SUIUSDT,-0.020941,0.6865
2026-09-16,TAOUSDT,-0.00698,217.8
2026-09-16,TRUMPUSDT,-0.00698,1.88
2026-09-16,TSLAUSDT,-0.00698,356.24
2026-09-16,TUTUSDT,-0.027922,0.01996
2026-09-16,UNIUSDT,0.020941,6.36
2026-09-16,USELESSUSDT,0.034902,0.2152
2026-09-16,WLDUSDT,-0.00698,0.3623
2026-09-16,XAGUSDT,-0.00698,63.75
2026-09-16,XAUUSDT,-0.013961,4288.95
2026-09-16,XRPUSDT,-0.00698,1.2826
2026-09-16,ZECUSDT,0.027922,1110.03
2026-09-16,龙虾USDT,0.034902,0.19597
2026-09-17,ACEUSDT,-0.014152,0.15248
2026-09-17,ADAUSDT,-0.007076,0.1962
2026-09-17,AKEUSDT,0.014152,0.020332
2026-09-17,ARBUSDT,0.021228,0.16801
2026-09-17,BCHUSDT,-0.028304,221.04
2026-09-17,BTWUSDT,0.03538,0.74934
2026-09-17,BZUSDT,0.007076,100.47
2026-09-17,CLUSDT,0.007076,97.05
2026-09-17,CRCLUSDT,-0.007076,81.54
2026-09-17,DASHUSDT,0.007076,56.09
2026-09-17,DOGEUSDT,-0.007076,0.08088
2026-09-17,DRAMUSDT,-0.014152,56.44
2026-09-17,FILUSDT,-0.014152,0.8061
2026-09-17,HEMIUSDT,-0.007076,0.006344
2026-09-17,INTCUSDT,0.007076,102.78
2026-09-17,KORUUSDT,-0.028304,19.14
2026-09-17,LITUSDT,0.021228,4.6023
2026-09-17,LSKUSDT,0.03538,0.47018
2026-09-17,MUUSDT,-0.007076,935.68
2026-09-17,NEARUSDT,0.021228,2.619
2026-09-17,NVDAUSDT,-0.014152,215.94
2026-09-17,ONGUSDT,-0.007076,0.07617
2026-09-17,PROMUSDT,0.021228,5.461
2026-09-17,PUMPUSDT,-0.007076,0.00362
2026-09-17,QQQUSDT,-0.007076,710.28
2026-09-17,SAMSUNGUSDT,-0.007076,186.34
2026-09-17,SNDKUSDT,-0.007076,1540.66
2026-09-17,SNXXUSDT,-0.014152,13.48
2026-09-17,SOXLUSDT,-0.028304,107.69
2026-09-17,SOXSUSDT,-0.014152,48.5
2026-09-17,SPCXUSDT,0.014152,152.07
2026-09-17,SUIUSDT,-0.014152,0.7132
2026-09-17,TRUMPUSDT,-0.014152,1.932
2026-09-17,TSLAUSDT,-0.007076,360.31
2026-09-17,TUTUSDT,-0.028304,0.02058
2026-09-17,UNIUSDT,0.028304,6.707
2026-09-17,USELESSUSDT,0.03538,0.23113
2026-09-17,WLDUSDT,-0.007076,0.3727
2026-09-17,XAGUSDT,-0.014152,63.33
2026-09-17,XAUUSDT,-0.021228,4277.72
2026-09-17,ZECUSDT,0.03538,1336.76
2026-09-17,龙虾USDT,0.03538,0.212541
2026-09-18,ADAUSDT,-0.015169,0.2025
2026-09-18,AKEUSDT,0.022754,0.021287
2026-09-18,ARBUSDT,0.015169,0.17717
2026-09-18,BCHUSDT,-0.022754,233.88
2026-09-18,BNBUSDT,0.007585,738.89
2026-09-18,BTCUSDT,-0.015169,76385.9
2026-09-18,BTWUSDT,0.030338,0.72
2026-09-18,CRCLUSDT,-0.015169,84.74
2026-09-18,DASHUSDT,0.015169,61.04
2026-09-18,DOGEUSDT,-0.015169,0.08168
2026-09-18,FILUSDT,-0.007585,0.8403
2026-09-18,HEMIUSDT,-0.030338,0.006482
2026-09-18,INTCUSDT,0.015169,109.64
2026-09-18,KORUUSDT,-0.007585,20.43
2026-09-18,LITUSDT,0.022754,4.8109
2026-09-18,LSKUSDT,0.030338,0.43128
2026-09-18,MRVLUSDT,0.007585,240.08
2026-09-18,NEARUSDT,0.022754,3.146
2026-09-18,NVDAUSDT,-0.015169,219.51
2026-09-18,ONDOUSDT,-0.015169,0.3724
2026-09-18,ONGUSDT,-0.015169,0.07554
2026-09-18,PROMUSDT,0.022754,5.492
2026-09-18,PUMPUSDT,0.007585,0.004085
2026-09-18,QQQUSDT,-0.015169,716.67
2026-09-18,SKHYUSDT,0.007585,183.97
2026-09-18,SNDKUSDT,-0.007585,1617.14
2026-09-18,SNXXUSDT,-0.015169,14.77
2026-09-18,SOXLUSDT,-0.022754,114.47
2026-09-18,SOXSUSDT,-0.030338,45.18
2026-09-18,SPCXUSDT,0.007585,155.13
2026-09-18,SUIUSDT,-0.015169,0.7411
2026-09-18,TRUMPUSDT,-0.015169,1.952
2026-09-18,TSLAUSDT,-0.007585,366.06
2026-09-18,TUTUSDT,-0.022754,0.02062
2026-09-18,UNIUSDT,0.037923,7.791
2026-09-18,USELESSUSDT,0.030338,0.26505
2026-09-18,WLDUSDT,-0.007585,0.3833
2026-09-18,XAGUSDT,-0.007585,65.51
2026-09-18,XAUUSDT,-0.022754,4352.37
2026-09-18,XRPUSDT,-0.015169,1.2954
2026-09-18,ZECUSDT,0.037923,1466.21
2026-09-18,龙虾USDT,0.037923,0.23031
2026-09-19,AKEUSDT,0.035713,0.046385
2026-09-19,ARBUSDT,0.035713,0.22117
2026-09-19,BCHUSDT,-0.007143,255.33
2026-09-19,BNBUSDT,0.007143,761.92
2026-09-19,BRUSDT,0.007143,0.82493
2026-09-19,CRCLUSDT,-0.007143,91.62
2026-09-19,DASHUSDT,0.007143,63.55
2026-09-19,DRAMUSDT,-0.007143,59.75
2026-09-19,ETHUSDT,0.007143,2611.15
2026-09-19,HYPEUSDT,0.007143,92.6
2026-09-19,INTCUSDT,0.014285,109.18
2026-09-19,KORUUSDT,-0.035713,19.9
2026-09-19,LITUSDT,0.021428,4.7675
2026-09-19,LSKUSDT,0.021428,0.43583
2026-09-19,LTCUSDT,0.007143,58.17
2026-09-19,MRVLUSDT,-0.014285,243.45
2026-09-19,NEARUSDT,0.02857,3.763
2026-09-19,NVDAUSDT,-0.021428,222.64
2026-09-19,ONDOUSDT,-0.014285,0.3987
2026-09-19,ONGUSDT,-0.021428,0.0794
2026-09-19,PROMUSDT,0.014285,5.053
2026-09-19,PUMPUSDT,-0.007143,0.004242
2026-09-19,QQQUSDT,-0.014285,722.54
2026-09-19,SAMSUNGUSDT,-0.021428,188.78
2026-09-19,SKRUSDT,-0.007143,0.019589
2026-09-19,SNXXUSDT,-0.007143,18.05
2026-09-19,SOXLUSDT,-0.021428,123.17
2026-09-19,SOXSUSDT,-0.035713,41.66
2026-09-19,SUIUSDT,-0.007143,0.8145
2026-09-19,TRUMPUSDT,-0.014285,2.084
2026-09-19,TSLAUSDT,-0.007143,364.34
2026-09-19,TUTUSDT,-0.02857,0.02252
2026-09-19,UNIUSDT,0.035713,8.866
2026-09-19,USELESSUSDT,0.02857,0.29211
2026-09-19,WLDUSDT,-0.007143,0.4244
2026-09-19,XAGUSDT,-0.014285,66.49
2026-09-19,XAUUSDT,-0.021428,4383.64
2026-09-19,XRPUSDT,-0.007143,1.3964
2026-09-19,ZECUSDT,0.035713,1561.02
2026-09-19,龙虾USDT,0.035713,0.22212
2026-09-20,AKEUSDT,0.036222,0.064543
2026-09-20,ARBUSDT,0.014489,0.20602
2026-09-20,AVAXUSDT,0.014489,10.092
2026-09-20,BCHUSDT,-0.007244,254.72
2026-09-20,BRUSDT,0.028978,1.10049
2026-09-20,CRCLUSDT,-0.007244,91.96
2026-09-20,DASHUSDT,-0.007244,58.65
2026-09-20,DRAMUSDT,-0.014489,59.44
2026-09-20,ENAUSDT,0.007244,0.20434
2026-09-20,FILUSDT,0.007244,0.9611
2026-09-20,HYPEUSDT,0.007244,92.208
2026-09-20,INTCUSDT,0.014489,110.11
2026-09-20,IOSTUSDT,-0.007244,0.0008384
2026-09-20,KORUUSDT,-0.036222,20.0
2026-09-20,LITUSDT,0.021733,4.8046
2026-09-20,LSKUSDT,0.021733,0.40415
2026-09-20,MUUSDT,-0.007244,1010.9
2026-09-20,NEARUSDT,0.021733,3.588
2026-09-20,NVDAUSDT,-0.021733,222.22
2026-09-20,ONDOUSDT,-0.014489,0.4202
2026-09-20,ONGUSDT,-0.021733,0.08027
2026-09-20,PROMUSDT,0.014489,5.29
2026-09-20,QQQUSDT,-0.007244,721.96
2026-09-20,SAMSUNGUSDT,-0.028978,188.69
2026-09-20,SKHYNIXUSDT,-0.007244,1339.88
2026-09-20,SNXXUSDT,-0.007244,17.87
2026-09-20,SOXLUSDT,-0.021733,120.75
2026-09-20,SOXSUSDT,-0.036222,42.44
2026-09-20,SPCXUSDT,0.007244,152.53
2026-09-20,TRUMPUSDT,-0.014489,2.099
2026-09-20,TSLAUSDT,-0.007244,365.31
2026-09-20,TUTUSDT,-0.028978,0.02149
2026-09-20,UNIUSDT,0.036222,8.672
2026-09-20,USELESSUSDT,0.028978,0.25627
2026-09-20,XAGUSDT,-0.014489,66.54
2026-09-20,XAUUSDT,-0.028978,4381.18
2026-09-20,ZECUSDT,0.036222,1470.71
2026-09-20,龙虾USDT,0.028978,0.22645
2026-09-21,1000PEPEUSDT,-0.007059,0.0040199
2026-09-21,ADAUSDT,-0.014118,0.2296
2026-09-21,AKEUSDT,0.035294,0.057035
2026-09-21,ARBUSDT,0.014118,0.21833
2026-09-21,ASTERUSDT,-0.007059,0.7424
2026-09-21,AVAXUSDT,0.014118,11.532
2026-09-21,BCHUSDT,-0.007059,253.43
2026-09-21,BRUSDT,0.035294,1.17366
2026-09-21,CRCLUSDT,-0.014118,92.36
2026-09-21,DASHUSDT,-0.007059,58.19
2026-09-21,DOGEUSDT,-0.014118,0.08793
2026-09-21,DRAMUSDT,-0.007059,60.39
2026-09-21,ENAUSDT,0.021176,0.2192
2026-09-21,ETHUSDT,0.007059,2656.01
2026-09-21,HYPEUSDT,0.007059,93.977
2026-09-21,INTCUSDT,0.021176,112.32
2026-09-21,IOSTUSDT,-0.014118,0.0008812
2026-09-21,KORUUSDT,-0.028235,20.69
2026-09-21,LINKUSDT,-0.007059,12.594
2026-09-21,LITUSDT,0.007059,4.8152
2026-09-21,LSKUSDT,0.007059,0.36812
2026-09-21,MUUSDT,-0.007059,1022.63
2026-09-21,NEARUSDT,0.035294,4.234
2026-09-21,NVDAUSDT,-0.014118,222.94
2026-09-21,ONDOUSDT,-0.007059,0.4363
2026-09-21,ONEUSDT,0.021176,0.0040164
2026-09-21,ONGUSDT,-0.007059,0.08538
2026-09-21,PUMPUSDT,-0.007059,0.004257
2026-09-21,QQQUSDT,-0.007059,724.43
2026-09-21,SAMSUNGUSDT,-0.014118,194.56
2026-09-21,SKHYNIXUSDT,-0.007059,1359.18
2026-09-21,SNXXUSDT,-0.007059,18.33
2026-09-21,SOXLUSDT,-0.014118,126.52
2026-09-21,SOXSUSDT,-0.035294,40.65
2026-09-21,TRUMPUSDT,-0.014118,2.091
2026-09-21,TSLAUSDT,-0.007059,366.41
2026-09-21,TUTUSDT,-0.021176,0.02181
2026-09-21,UNIUSDT,0.035294,8.733
2026-09-21,USELESSUSDT,0.028235,0.24017
2026-09-21,XAGUSDT,-0.021176,66.56
2026-09-21,XAUUSDT,-0.021176,4375.85
2026-09-21,XRPUSDT,-0.007059,1.423
2026-09-21,ZECUSDT,0.028235,1522.34
2026-09-21,龙虾USDT,0.028235,0.24138
2026-09-22,1000PEPEUSDT,0.006349,0.0050171
2026-09-22,AKEUSDT,0.031745,0.053965
2026-09-22,ARBUSDT,0.012698,0.2216
2026-09-22,AVAXUSDT,0.012698,10.897
2026-09-22,BCHUSDT,-0.006349,268.9
2026-09-22,BNBUSDT,0.006349,788.63
2026-09-22,BRUSDT,0.025396,1.147
2026-09-22,BZUSDT,-0.006349,96.28
2026-09-22,CLUSDT,-0.006349,91.67
2026-09-22,CRCLUSDT,-0.019047,92.65
2026-09-22,DASHUSDT,-0.006349,59.71
2026-09-22,DRAMUSDT,-0.006349,60.53
2026-09-22,ENAUSDT,0.012698,0.21361
2026-09-22,ETHUSDT,0.012698,2744.37
2026-09-22,HYPEUSDT,0.006349,95.06
2026-09-22,INTCUSDT,0.019047,120.61
2026-09-22,IOSTUSDT,-0.012698,0.0008906
2026-09-22,KORUUSDT,-0.019047,21.48
2026-09-22,LITUSDT,0.006349,4.8175
2026-09-22,LSKUSDT,0.006349,0.34538
2026-09-22,LTCUSDT,0.006349,60.88
2026-09-22,MUUSDT,-0.006349,1031.0
2026-09-22,NEARUSDT,0.025396,4.468
2026-09-22,NVDAUSDT,-0.012698,226.65
2026-09-22,ONEUSDT,0.019047,0.0037344
2026-09-22,ONGUSDT,-0.019047,0.09129
2026-09-22,PROMUSDT,-0.012698,4.859
2026-09-22,PUMPUSDT,-0.006349,0.004577
2026-09-22,QQQUSDT,-0.006349,741.27
2026-09-22,SKRUSDT,-0.006349,0.021059
2026-09-22,SNXXUSDT,-0.006349,17.24
2026-09-22,SOXLUSDT,-0.012698,137.95
2026-09-22,SOXSUSDT,-0.031745,35.98
2026-09-22,SUIUSDT,0.006349,1.026
2026-09-22,TRUMPUSDT,-0.019047,2.165
2026-09-22,TSLAUSDT,-0.006349,376.3
2026-09-22,UAIUSDT,-0.025396,0.3604
2026-09-22,UNIUSDT,0.025396,9.018
2026-09-22,USELESSUSDT,0.025396,0.30515
2026-09-22,WLDUSDT,-0.006349,0.4531
2026-09-22,XAGUSDT,-0.019047,65.28
2026-09-22,XAUUSDT,-0.025396,4321.64
2026-09-22,XRPUSDT,-0.006349,1.5347
2026-09-22,ZECUSDT,0.019047,1505.5
2026-09-22,龙虾USDT,0.025396,0.18078
